,create_date,location_id,location_name,md101_sn,msg
10,2021/12/07 15:01:22,54,경상남도 거제시,132638,"[거제시청]확진자 총16명(확진자접촉3,타지역확진자접촉8,감염경로조사중5) 발생 ▲지역감염 확산방지를 위해 마스크착용 등 방역수칙을 철저히 준수해주시기 바랍니다."
11,2021/12/07 15:00:18,67,경상남도 창녕군,132637,[창녕군청]12.7(화) 확진자7명 발생 ▷개인 간 모임 자제 ▷60세 이상 추가접종 대상자는 당일 접종 또는 예약해 주시기 바랍니다.
12,2021/12/07 15:00:07,246,충청북도 진천군,132636,[진천군청]▲12.6. 코로나19 추가확진자 3명(내국인3)발생▲12.7. 코로나19 확진자 1명(내국인)발생▲감염위험도를 낮추기 위해 신속한 추가접종 바랍니다.
13,2021/12/07 14:39:44,186,전라남도 담양군,132635,[담양군청] 11월27일 12:20~13:20에 서가면옥(담양읍 소재)을 방문하신 분은 관할보건소에서 코로나19 검사 받으시기 바랍니다.
14,2021/12/07 14:38:38,97,경상북도 포항시,132634,"[포항시청] 12.1(수)~12.3(금), 12.5(일) 18시~24시 딩동라이브 단란주점(해도동 123-8번지, 2층) 해당기간 방문자는 보건소 검사바랍니다."
15,2021/12/07 14:37:47,230,충청남도 서천군,132633,[서천군청]12.7(화) 신규확진자 2명(격리중 2)▲장항읍사무소 이동선별진료소 운영/12.7~8▲11.29~12.3 장항읍 “대정정식당”방문자는 PCR검사 요망
16,2021/12/07 14:37:26,38,경기도 안양시,132632,[안양시청]▲12.7.(화) 14:00기준 신규확진자 105명 url.kr/ko1v9p ▲2차접종 3개월 경과한 60세 이상☞의료기관 문의 후 당일 추가접종 가능
17,2021/12/07 14:37:21,68,경상남도 창원시,132631,"[창원시청] 11.29.(월)~12.6.(월) 스모망 카페(의창구 천주로121번길 5, 방역완료) 이용자는 가까운 선별진료소에서 검사 받으시기 바랍니다."
18,2021/12/07 14:13:06,205,전라북도 김제시,132630,"[김제시청]12.7.(화) 14시기준 확진자 7명 발생 (확진자 접촉6, 유증상 검사1/동선 파악중)유증상 시 선별진료소 방문 검사받으시기 바랍니다."
19,2021/12/07 14:09:54,69,경상남도 통영시,132629,"[통영시청] 12.7.(화) 확진자 9명(333~341번)발생/확진자 접촉6, 조사중3▲연말연시 모임 자제▲백신 3차 접종으로 코로나19 확산방지에 동참바랍니다."
20,2021/12/07 14:06:44,203,전라북도 고창군,132628,"[고창군청]12.7(화)13:00 현재 확진자 6명발생(213~218번)역학 조사 진행 중,군민 누구나 서로를 배려하는마음으로 마스크착용과 방역수칙을 준수합시다."
21,2021/12/07 14:00:07,61,경상남도 사천시,132627,"[사천시청]12.6.(월) 14시 이후 확진자 2명(접촉자2), 12.7.(화)14시기준 확진자 7명(격리중2, 접촉자2, 조사중3)발생▲의심증상시 검사바랍니다."
22,2021/12/07 13:35:55,73,경상남도 합천군,132626,"[합천군청] 12월 7일 13시 기준 확진자 1명 발생(관내 확진자 접촉)▲연말 모임과 타지역 방문을 자제 바라며, 코로나19 추가접종에 적극 참여 바랍니다."
23,2021/12/07 13:35:04,68,경상남도 창원시,132625,"[창원시청] 11.30(화)~12.6(월) 남부사우나찜질방(마산합포구 해안대로 7, 4층, 방역완료) 여탕 이용자는 가까운 선별진료소에서 검사받으시기 바랍니다."
24,2021/12/07 13:33:32,203,전라북도 고창군,132624,[고창군청] 12월3일(금) 11:20~13:00 고창읍 소재 미소식당 이용자께서는 보건소 선별진료소를 방문하여 검사 받으시기 바랍니다.
25,2021/12/07 13:23:17,74,경상북도 전체,132623,"[경상북도청]▲최근 코로나19 오미크론변이, 돌파감염 등 고위험군 감염 우려 ▲60세 이상 어르신의 건강과 안전을 위해 조속히 3차접종을 완료하여 주시기 바랍니다"
26,2021/12/07 13:13:13,123,부산광역시 남구,132622,[부산남구청]긴급생활안정지원금(오륙도페이 5만원)을 신청하지 않은 구민은 12월10일(마감)까지 동 행정복지센터에 신청 바랍니다. 문의:051-607-3601~4
27,2021/12/07 13:04:52,198,전라남도 진도군,132621,"[진도군청]12.7(화) 2명확진(타지역방문)▲60세이상 추가접종√지정병원, 보건소 당일접종·예약☎540-6003~5,6903,6921,6931,6951,6961"
28,2021/12/07 13:03:29,61,경상남도 사천시,132620,[사천시청] 12.2.(목)~12.6.(월) 14:30-17:00 비룡탕 남탕(벌리동 소재) 방문자는 삼천포보건센터에서 검사 바랍니다.
29,2021/12/07 12:41:00,235,충청남도 청양군,132619,"[청양군청] 12월 7일 기준 확진자 4명 발생. 청양111~114번(타지역 접촉2, 111번 접촉1, 조사중1)▲감기증상 시 코로나19 검사 바랍니다."
30,2021/12/07 12:11:03,61,경상남도 사천시,132618,[사천시청] 12.2.(목)~12.5.(일) 길림성(벌리동) 방문자는 검사바랍니다. 금일 삼천포보건센터 선별진료소 13시부터 17시까지 임시운영합니다.
31,2021/12/07 12:04:10,196,전라남도 장성군,132617,[장성군청] 12.7.(화) 12시 기준 확진자 1명 발생(동선파악완료). 마스크 착용 등 기본방역수칙 준수. 3차 접종기간 도래자는 사전예약 후 접종바랍니다.
32,2021/12/07 12:03:24,197,전라남도 장흥군,132616,"[장흥군청] 대덕읍 대덕초교 집단감염 7명(학생 5, 주민 2) 발생 ▶의심자는 임시선별검사소(대덕보건지소, 옹암마을회관, 덕촌마을회관/9~17시) 검사바랍니다."
33,2021/12/07 11:55:36,193,전라남도 영광군,132615,"[영광군청]12.1.(수) 이후 법성면 소재 24시해수사우나(여탕), 성광굴비 방문자는 법성면사무소 임시선별검사소(운영시간 13~16시)에서 진단검사 받으세요."
34,2021/12/07 11:50:07,184,전라남도 구례군,132614,"[구례군청] 12.7.(화) 확진자 2명 발생(구례읍2). 11.29, 12.4~5. 9:00~18:00 성삼재 이마트편의점 이용자는 선별진료소에서 검사바랍니다."
35,2021/12/07 11:33:11,243,충청북도 옥천군,132613,[옥천군청](정정)12.1.(수)14:00~18:00 대호장사우나(여탕)이용자 관할선별진료소에서 코로나검사 요망. 옥천군보건소 선별진료소운영 09:00~16:00
36,2021/12/07 11:32:22,6406,충청북도 증평군,132612,[증평군청] 12.2(목)~12.4(토) 송산약국(증평읍 송산로 66) 방문자는 증상유무와 관계없이 가까운 보건소에 방문하여 코로나19 검사를 받으시기 바랍니다.
37,2021/12/07 11:30:14,136,서울특별시 전체,132611,"[서울시청] 12.7(화) 0시 신규확진자 2,120명 bit.ly/3o0icfp / 60세 이상 3차접종 기간 도래자는 예약 또는 당일 접종 바랍니다 ☎1339"
38,2021/12/07 11:19:28,56,경상남도 고성군,132610,"[고성군청]12. 7. 11시기준, 확진자1명(고성204번/조사중)발생▲유증상시 거주지 선별진료소에서 검사받기 바랍니다."
39,2021/12/07 11:17:35,210,전라북도 완주군,132609,[완주군청] 12월 7일(화) 0시 기준 확진자 4명 발생 / 발생정보 pf.kakao.com/_dpxmcl 참고 / 의심증상 시 검사 및 방역수칙 준수 바랍니다
40,2021/12/07 11:17:04,217,제주특별자치도 전체,132608,"[제주도] 7일 0시기준 확진자 61명발생(누적확진3,920명), 60세 이상 고령층은 3차 추가접종 당부 covid19.jeju.go.kr/info.jsp"
41,2021/12/07 11:11:54,214,전라북도 전주시,132607,[전주시청] 12.7(화) 현재기준 20명 발생(전일 29명) / (corona.jeonju.go.kr) 의심증상시 선별진료소 검사 바랍니다.
42,2021/12/07 11:09:31,226,충청남도 당진시,132606,[당진시청]11/27(토)~12/5(일) 흥덕방앗간(합덕읍 운산리 253-25)방문자는 16시40분까지 당진시청 선별진료소 방문 후 코로나19검사 바랍니다.
43,2021/12/07 11:04:57,243,충청북도 옥천군,132605,[옥천군청] 12.1.(수) 14:00~18:00 대호장사우나 이용자는 관할선별진료소에서 코로나검사 요망. 옥천군보건소 선별진료소 운영 09:00~16:00
44,2021/12/07 11:02:01,47,경기도 이천시,132604,"[경기남부경찰청] 이천시에서 실종된 최강섭씨(남, 78세)를 찾습니다 - 167cm, 60kg, 검정패딩, 회색바지, 주황색신발 vo.la/nu7AZ / ☎182"
45,2021/12/07 11:00:52,229,충청남도 서산시,132603,"[서산시청] 12/7(화) 11시 기준 확진자 3명 발생(884~886번/관내접촉 1, 격리중 2) ▲60세이상 추가접종 대상자는 접종바랍니다."
46,2021/12/07 11:00:38,179,전라남도 전체,132602,[전남도청] 코로나19 2차 백신접종을 완료한 60세 이상 어르신은 ▲감염 및 중증 예방을 위해 가까운 보건소나 위탁의료기관에서 3차 예방접종 받으시기 바랍니다.
47,2021/12/07 11:00:25,119,부산광역시 전체,132601,"[부산시]12.7(화,0시기준)코로나160명(중1,서8,동2,영도16,부산진8,동래9,남2,북10해운대24사하16금정8강서5연제4수영5사상20기장5타시도8병원9)"
48,2021/12/07 10:59:54,44,경기도 용인시,132600,"[용인시청] 12월7일 0시 기준 확진자 108명 ▲ 2차 접종 후 18세 이상 5개월, 60세 이상 4개월 경과자 추가접종 예약 중 ncvr.kdca.go.kr"
49,2021/12/07 10:58:01,69,경상남도 통영시,132599,[통영시청]12.1(수)09:30~11:30/12.5(일)09:30~11:30 청수탕 남탕(정동4길46)이용하신분은 보건소에서 코로나19 검사 받으시기 바랍니다.
50,2021/12/07 11:00:25,119,부산광역시 전체,132601,"[부산시]12.7(화,0시기준)코로나160명(중1,서8,동2,영도16,부산진8,동래9,남2,북10해운대24사하16금정8강서5연제4수영5사상20기장5타시도8병원9)"
51,2021/12/07 10:59:54,44,경기도 용인시,132600,"[용인시청] 12월7일 0시 기준 확진자 108명 ▲ 2차 접종 후 18세 이상 5개월, 60세 이상 4개월 경과자 추가접종 예약 중 ncvr.kdca.go.kr"
52,2021/12/07 10:58:01,69,경상남도 통영시,132599,[통영시청]12.1(수)09:30~11:30/12.5(일)09:30~11:30 청수탕 남탕(정동4길46)이용하신분은 보건소에서 코로나19 검사 받으시기 바랍니다.
53,2021/12/07 10:55:59,51,경기도 하남시,132598,[하남시청] 12/7(화) 0시 기준 신규 확진자 38명 c11.kr/ugrh / 18세 이상 추가접종 예약(ncvr.kdca.go.kr)
54,2021/12/07 10:48:06,188,전라남도 무안군,132597,"[무안군청]12.3.(금) 19:16 돼지고기듬뿍넣은김치찌개(삼향읍 대죽서로15번길 34)에서 18,000원 현금결제(2명)하신분은 무안군보건소로 연락 바랍니다."
55,2021/12/07 10:44:57,97,경상북도 포항시,132596,[포항시청] 12.1(수) 19:00~23:15 글로리라이브(상도동 629-20) 해당시간 방문자는 보건소에서 검사 바랍니다.
56,2021/12/07 10:26:35,248,충청북도 청주시,132595,"[청주시청]12월 6일 확진자 35명 발생(상당구19,서원구11,흥덕구4,타지역1)▲홈페이지 참조▲수도권 방문 자제▲주기적 환기▲유증상 시 무료검사 바랍니다."
57,2021/12/07 10:20:51,215,전라북도 정읍시,132594,[정읍시청] 12.07.(화)10시기준 확진자 5명 발생(정읍243~247)/ 카카오톡채널참고/ 유증상시 신속 검사바랍니다. pf.kakao.com/_axcMvK
58,2021/12/07 10:16:13,211,전라북도 익산시,132593,"[익산시청] 12월 7일 11월 29일~12월 6일 창인국수(중앙로 7길 25-1) 방문자는 즉시 코로나 19 검사 받으시시 바랍니다. ▶마스크착용,손소독 필수"
59,2021/12/07 10:10:55,231,충청남도 아산시,132592,"[아산시청] 12월 6일 확진자 22명(가족15, 직장2, 학교2, 조사중3) / 가족간 전파 다수발생, 불필요한 모임 자제 및 가족간에도 방역수칙 준수바랍니다."
60,2021/12/07 10:10:32,182,전라남도 곡성군,132591,[곡성군청] 60세 이상 기본접종 완료후 3개월이 경과한 분은 예약없이 의료기관 현장방문으로 추가접종 가능하니 가까운 의료기관에서 추가접종 받으시기 바랍니다.
61,2021/12/07 10:09:31,"3,4,5,6,7,8,9,11,12,13,14,15,16,17,18,19,20","강원도 강릉시,강원도 고성군,강원도 동해시,강원도 삼척시,강원도 속초시,강원도 양구군,강원도 양양군,강원도 원주시,강원도 인제군,강원도 정선군,강원도 철원군,강원도 춘천시,강원도 태백시,강원도 평창군,강원도 홍천군,강원도 화천군,강원도 횡성군",132590,[강원도청] 12.6.(월)도내 코로나19확진 109명(원주28춘천20동해10강릉9속초9홍천7영월7고성4철원3양양3평창2화천2양구2삼척1횡성1정선1)▶수시환기당부
62,2021/12/07 10:08:43,104,대구광역시 전체,132589,"[대구광역시] 7일 0시 기준 확진자 129명 발생. 지역129명(동구28,수성구28,북구15,달서구11,서구10,달성군10,중구8,남구7,경북7,서울4,경기1)"
63,2021/12/07 10:04:04,193,전라남도 영광군,132588,"[영광군청] 12.7.(화) 당일(10시 기준) 확진자 3명 발생(영광65~67)△자가격리중 2명,역학조사중 1명△추가접종 적극참여, 발열 기침 증상시 진단검사"
64,2021/12/07 10:03:15,52,경기도 화성시,132587,"[화성시청] 12월 7일 0시 기준, 확진자 45명 발생 hscity.go.kr/crn.do / 60세 이상 고령자 백신추가접종. 예약 없이 방문하여 접종 가능"
65,2021/12/07 10:01:38,34,경기도 수원시,132586,"[수원시청] 12월 7일 0시 기준, 수원 확진자 90명 발생. 기침, 발열 등 의심증상 있으면 가까운 선별진료소에서 검사받으세요. me2.kr/bx89x"
66,2021/12/07 10:00:25,6474,세종특별자치시,132585,"[세종시청] 전일확진자 11명 발생. 확진자 관련(가족1, 관내접촉3, 타지역3) 해외입국1, 조사중3./60세이상 3차접종기간 도래자는 예약 또는 당일접종 바람"
67,2021/12/07 10:00:14,53,경상남도 전체,132584,"[경남도청] 최근 코로나19 오미크론 변이, 돌파감염 등 고위험군 감염 우려, 60세 이상 어르신의 건강과 안전을 위해 조속히 3차접종을 받으시기 바랍니다."
68,2021/12/07 10:00:12,55,경상남도 거창군,132583,[거창군청] 12월 7일(화) 10시 기준 확진자 2명(비동거가족) 발생(거창158~159번) ▲남하면 임시이동선별진료소 운영 중입니다.
69,2021/12/07 10:00:03,162,울산광역시 전체,132582,"[울산광역시] 12.7. 0시기준 코로나19 확진자 14명(중구3, 남구4, 동구5, 북구2) ▲60세 이상은 조속히 코로나19 3차접종 받으시기 바랍니다"
70,2021/12/07 09:59:24,113,대전광역시 전체,132581,"[대전광역시] 오늘 0시 기준, 어제 하루 총 120명 추가 발생.(동구 15, 중구 12, 서구 48, 유성구 36, 대덕구 9)."
71,2021/12/07 09:57:17,74,경상북도 전체,132580,"[경상북도청] 12/7 0시 기준 신규확진자129명(포항36,경산21,경주17,구미15,울진14,영주6,김천5,문경4,안동3,영천2,상주2,영덕2,군위1,봉화1)"
72,2021/12/07 09:54:49,10,강원도 영월군,132579,"[영월군청] 12.7.(화) 확진자 7명 발생(12월 확진자 26명 중 경로당 관련 23명), 역학조사 진행 중 / 다중이용시설 이용 시 안심콜 적극 사용바랍니다"
73,2021/12/07 09:49:34,98,광주광역시 전체,132578,"[광주광역시] 12.3(금) 18:40~21:45 로드하우스(북구 서하로 328-1, 오치동)에 방문하신 분은 거주지 보건소에서 검사받으시기 바랍니다"
74,2021/12/07 09:48:23,98,광주광역시 전체,132577,"[광주광역시] 11.26(금)~12.3(금) 가요무대(단란주점, 동구 구성로 220, 1층, 대인동)에 방문하신 분은 거주지 보건소에서 검사받으시기 바랍니다"
75,2021/12/07 09:47:34,168,인천광역시 전체,132576,"[인천시]12.7.(화) 0시기준 코로나19 확진 251명(중11,동15,미추홀40,연수23,남동41,부평34,계양28,서50,강화7,옹진2)시,군구 홈페이지참조"
76,2021/12/07 09:43:53,213,전라북도 장수군,132575,[장수군청] 12.7.(화) 0시 이후 확진자(장수47번) 1명발생 / 감염경로 조사중 / 방역수칙준수 및 추가 예방접종 바랍니다.
77,2021/12/07 09:41:09,228,충청남도 부여군,132574,[부여군청] 12월 7일 9시 기준 확진자 1명 발생 【부여491/ 타지역 거주자】 코로나19 3차접종 실시 및 개인방역 수칙 철저 준수 바랍니다.
78,2021/12/07 09:40:54,243,충청북도 옥천군,132573,"[옥천군청]12.7.(화)전일 확진 2명(자가격리중1, 확진자접촉1) 추가발생, 동선파악 중. 확산방지 위해▲마스크착용 필수▲타지역방문자제▲유증상시 선별진료소방문"
79,2021/12/07 09:32:59,181,전라남도 고흥군,132572,"[고흥군청] 코로나 검진안내, 도양읍민께서는 구소록도선착장· 재래시장· 읍민회관에서 현재 선별검사소가 운영중이니 오후 4시까지 증상관계없이 검사 받으시기 바랍니다"
80,2021/12/07 09:32:16,23,경기도 고양시,132571,"[고양시청] 12.6(월) 일일 확진자 145명(덕양구63,일산동구60,일산서구22) ▶타지역확진 고양시민 27명 vo.la/iBARC 참조바랍니다."
81,2021/12/07 09:31:35,63,경상남도 양산시,132570,[양산시청]11.29~12.04 양산물금대방노블랜드 1차(신주1길 46)아파트 내 수영장 이용자는 가까운 선별진료소 방문하여 코로나19 검사 받으시길 바랍니다
82,2021/12/07 09:31:16,238,충청북도 전체,132569,[충북도청]오미크론 변이 바이러스로 고위험군 감염 우려▲60세이상 어르신의 건강과 안전을 위해 조속히 3차접종을 해주시기 바랍니다▲6일 도내 확진자 80명 발생
83,2021/12/07 09:30:14,222,충청남도 전체,132568,"[충남도청] ▲최근 코로나19 오미크론 변이, 돌파감염 등 고위험군 감염 우려 ▲60세 이상 어르신의 건강과 안전을 위해 조속히 3차접종을 완료해주시기 바랍니다."
84,2021/12/07 09:26:52,195,전라남도 완도군,132567,[완도군청]김장모임 타지역확진자 방문으로 소안면 확진자 1명 발생 ▶임시선별진료소 안내▶12/7(화) 오늘10:30~12:00 소안면 진산보건진료소▶주민 검사요망
85,2021/12/07 09:20:12,"4,7,8,9,12","강원도 고성군,강원도 속초시,강원도 양구군,강원도 양양군,강원도 인제군",132566,[행정안전부] 오늘 09시20분 강원(강원북부산지) 대설주의보 발효. 대중교통을 이용하시고 눈길 안전에 주의하시기 바랍니다.
86,2021/12/07 09:13:36,68,경상남도 창원시,132565,"[창원시청]12.6 확진자 33명발생 ▲의창5,성산3,합포8,회원5,진해3,타지역7,격리중2 △접종문의)창원225-7500/마산225-5160/진해225-7750"
87,2021/12/07 09:10:15,234,충청남도 천안시,132564,"[천안시청] 확진자 37명 [관내접촉17, 조사중10, 격리중7, 타지역2, 해외1] ▶ 개인방역수칙 준수 철저 및 코로나19 추가접종에 적극 참여 바랍니다."
88,2021/12/07 09:07:27,50,경기도 포천시,132563,"[포천시청] 12월 7일 0시 기준 코로나19 일일확진자 8명(포천시 8명 거주/내국인 7명, 외국인 1명) 발생. c11.kr/ugln"
89,2021/12/07 09:02:53,119,부산광역시 전체,132562,[부산광역시] 12.2(목)~12.5(일) 사상구 천상대신 할매신점(사상구 사상로 244-8)을 방문하신 분들은 사상구 보건소로 상담바랍니다.(소독완료)
90,2021/12/07 09:01:39,31,경기도 동두천시,132561,[동두천시청]12월7일0시 기준 확진자 13명 발생(감염취약시설10명 c11.kr/ddc21 ) 백신 3차접종에 적극 참여 바랍니다. ncvr.kdca.go.kr
91,2021/12/07 09:01:30,119,부산광역시 전체,132560,"[부산시]11.30(화)~12.6(월) 금수탕 여탕(북구 약초골목길 29 1층, 구포동)을 방문하신 분은 북구보건소에서 검사바랍니다.(소독완료)"
92,2021/12/07 09:00:33,48,경기도 파주시,132559,[파주시청] 12월 7일 0시 기준 확진자 34명 발생. 홈페이지 vo.la/DVULs 참고바랍니다. 50세 이상 추가접종 대상자는 사전예약 후 접종바랍니다.
93,2021/12/07 09:00:18,119,부산광역시 전체,132558,"[부산시]11.28.(일)~12.3.(금) 18:00~24:00 괴정1동 관광코너주점(사하구 사하로 201-2, 지하)방문한 손님 코로나 검사바랍니다.(소독완료)"
94,2021/12/07 09:00:06,39,경기도 양주시,132557,"[양주시청] 12월 7일 00시기준 확진자 14명 발생 c11.kr/o1wn 소아청소년, 3차 접종 대상자는 접종에 동참 바랍니다. ncvr.kdca.go.kr"
95,2021/12/07 08:54:47,242,충청북도 영동군,132556,[영동군청] 12. 7.(화) 확진자 2명 발생. 확진자 가족으로 동선파악 중. 일상회복 위해 ▶마스크 착용 철저 ▶타지역 방문 자제 ▶유증상시 선별진료소 방문
96,2021/12/07 08:50:22,"180,182,184,186,189,193,194,195,196,197,198,199,200","전라남도 강진군,전라남도 곡성군,전라남도 구례군,전라남도 담양군,전라남도 보성군,전라남도 영광군,전라남도 영암군,전라남도 완도군,전라남도 장성군,전라남도 장흥군,전라남도 진도군,전라남도 함평군,전라남도 해남군",132555,"[전남도청] 12.6. 24시기준 확진58(목포9,여수6,순천5,나주3,광양5,담양1,고흥12,화순1,장흥1,영암1,무안8,신안4/해외<무안2>)▲타인 접촉 주의"
97,2021/12/07 08:41:25,185,전라남도 나주시,132554,[나주시청] 12.7.08시기준. 확진자 3명(자가격리 1) 발생. 동선 및 접촉자 파악완료. 타지역 관련 확진 급증. 추가접종 참여시급. 증상 발현 시 검사필수
98,2021/12/07 08:40:24,211,전라북도 익산시,132553,[익산시청] 12월 7일 ▶전일 6명 963~968번 ▶감기증상시 코로나19 검사권고 ▶익산시선별문진표 covid19m.kdca.go.kr/phc/35700092
99,2021/12/07 08:36:06,187,전라남도 목포시,132552,"[목포시청] 12.6. 24시기준 확진자 9명(타지역거주3,타지역접촉2,유증상4)▲타지역 방문 및 접촉자제▲기침,인후통 등 유증상 시 선별진료소 검사 바랍니다."
100,2021/12/07 08:31:27,204,전라북도 군산시,132551,[군산시청] ▲12/7(화) 08시 기준 23명 확진자 발생(964~986) ▲선별문진표 https://covid19m.kdca.go.kr/phc/35700017
101,2021/12/07 08:30:47,191,전라남도 신안군,132550,"[신안군청] 12.06.(월) 24시 기준 확진자 4명(확진자접촉) 발생, 수도권 등 타지역 방문,접촉한분은 증상유무 관계없이 진단검사 바랍니다."
102,2021/12/07 08:29:54,206,전라북도 남원시,132549,"[남원시청] 12.7.(화) 08시 기준 전일확진자 1명(남원274번) 발생/감염경로 조사중▲ 사적모임, 타지역 방문 자제/유증상 시 즉시 검사받으시기 바랍니다."
103,2021/12/07 08:29:13,188,전라남도 무안군,132548,"[무안군청] 12. 6.(월) 24시기준 확진자 10명발생(선행확진자접촉4, 역학조사중4, 타지역거주자2) 인후통, 발열 등 유증상 시 PCR검사 바랍니다."
104,2021/12/07 08:21:10,98,광주광역시 전체,132547,[광주광역시]12.7일 0시기준 확진자 47명 발생. 32명 동선 및 접촉자 조사중. 15명 자가격리중 확진되어 동선 없습니다 https://c11.kr/moaz
105,2021/12/07 08:12:24,201,전라남도 화순군,132546,"[화순군청] 12.6.(월) 24시 기준 코로나19 확진자 1명 발생(자가격리중 1) ▶타지역 방문·모임 등을 자제하여 주시고, 기본방역수칙 준수바랍니다."
106,2021/12/07 08:08:43,192,전라남도 여수시,132545,"[여수시청]12.6.(월)24시 기준 확진자 6명 발생(확진자접촉3,타지역방문1,조사중2)/타지역 방문·접촉 자제, 마스크 착용 등 개인방역수칙 준수 바랍니다."
107,2021/12/07 08:05:04,190,전라남도 순천시,132544,"[순천시청] 12.6.(월) 24시 기준 확진자 5명 발생(건설현장4, 타지역 확진자 접촉1) √타지역 방문·접촉 시 증상이 없어도 보건소 검사바랍니다."
108,2021/12/07 08:01:12,183,전라남도 광양시,132543,"[광양시청] 12. 6. 24시 기준 확진자 5명 발생(격리중 2, 타지역 방문2, 조사중1) ▶60세 이상 3차 접종 예약없이 의료기관 방문 접종받으세요"
109,2021/12/07 08:00:17,245,충청북도 제천시,132542,"[제천시청] 12.7(화) 8시 현재. 확진자 6명(타지역 접촉자 5, 격리중 1) 발생. 역학조사 중으로 추가사항은 제천시모바일콜센터 문자 등으로 안내드립니다."
110,2021/12/07 07:52:01,209,전라북도 순창군,132541,[순창군청]12.7. 7시 기준 확진자 2명 발생/이동동선 파악중/12.1~12.6 구림면사무소방문자는 구림면체육관에서 진단검사 받으세요(08:00~12:00)
111,2021/12/07 07:48:00,181,전라남도 고흥군,132540,"[고흥군청]12.6. 24시 기준 확진자 7명 추가 발생 (역학조사 중), 외지인 접촉·타지역 방문 자제, 콧물·기침·목아픔 등 코로나 증상시 꼭 검사 바랍니다."
112,2021/12/06 21:09:20,33,경기도 성남시,132539,"[경기남부경찰청] 분당구에서 실종된 국문호씨(남, 83세)를 찾습니다 - 158cm, 50kg, 곤색패딩, 검정바지, 검정운동화 vo.la/4CtFD / ☎182"
113,2021/12/06 20:33:44,32,경기도 부천시,132538,"[부천시청]12월6일(월) 18:30기준 코로나19 확진자 106명 발생, 세부내용은 블로그 참조하시기 바랍니다 blog.naver.com/bucheon-city"
114,2021/12/06 20:06:23,242,충청북도 영동군,132537,[영동군청] 12. 6.(월) 확진자 1명 발생. 동선파악 중. 안정적 일상회복 위해 ▶마스크 착용 철저 ▶타 지역 방문 자제 ▶유증상 시 선별진료소 방문
115,2021/12/06 20:02:55,30,경기도 남양주시,132536,"[남양주시청]12.6.(월) 코로나19 확진자 91명 발생. 홈페이지, 블로그 c11.kr/ug3w 참고바랍니다. 추가접종 사전예약 ncvr2.kdca.go.kr"
116,2021/12/06 19:59:04,49,경기도 평택시,132535,"[평택시]평택시확진자39명발생/코로나19에 가장강력한 대응인 추가접종 및 정부방역지침에 적극동참해 주시고 마스크착용, 실내환기, 불필요한 모임자제를 당부드립니다."
117,2021/12/06 19:30:51,40,경기도 양평군,132534,"[양평군청] 12월 6일 19시 기준 코로나19 확진자 21명(자가격리중 확진 6명)발생, 관련 사항은 www.yp21.go.kr/corona.jsp 참고하세요."
118,2021/12/06 19:27:33,46,경기도 의정부시,132533,"[의정부시청]12월 6일 확진자 36명 발생, 홈페이지 c11.kr/joao 참고. 추가접종대상자는 ☎870-6301~6, ncvr.kdca.go.kr 예약"
