,create_date,location_name,msg
55,2021/11/23 13:21:55,충청남도 서천군,[서천군청] 11.19.(금) ~ 11.22.(월) 서면 홍원항 소재 “합죽이네” 식당 방문자는 가까운 선별진료소 방문하여 검사 바랍니다.
56,2021/11/23 13:16:56,경상남도 산청군,[산청군청] 11월 23일 13시기준 확진자 1명(산청76번 타지역접촉)발생 ▲ 실내 외 마스크 착용 등 방역수칙 철저히 준수하시기 바랍니다.
57,2021/11/23 13:15:37,전라남도 전체,[전남도청] 11.15.(월)~11.23.(화) 충남 천안 소재 글로벌회개영성교회(동남구 광덕면 소반점길106) 방문자는 증상유무 관계없이 보건소 진단검사받으세요
58,2021/11/23 13:09:11,광주광역시 전체,"[광주광역시] 11.19(금)~11.21(일) 동명안경공방(동구 장동로 23-41, 1층, 장동)에 방문하신 분은 거주지 보건소에서 검사 받으시기 바랍니다"
59,2021/11/23 13:05:41,경상북도 포항시,[경북경찰청] 시민 여러분의 관심과 제보로 경찰은 실종자 정영애씨를 안전하게 발견했습니다. 감사합니다.
60,2021/11/23 12:53:27,전라북도 부안군,[부안군청] 11월21일(일) 09시35분 위도>격포 여객선 승선자는 보건소 선별진료소에서 검사 받으시기 바랍니다.
61,2021/11/23 12:07:39,부산광역시 부산진구,"[부산경찰청] 부산진구에서 실종된 최봉주씨(남, 87세)를 찾습니다 - 160cm, 50kg, 주황색상의, 검정바지, 슬리퍼 vo.la/nNSjx / ☎182"
62,2021/11/23 11:30:06,서울특별시 전체,"[서울시청] 11.23(화) 0시 신규확진자 1,165명 bit.ly/3o0icfp / 얀센접종자, 고위험군 추가접종 예약 ncvr2.kdca.go.kr ☎120"
63,2021/11/23 11:21:39,경상북도 포항시,"[경북경찰청] 경찰은 남구에서 실종된 정영애씨(여, 73세)를 찾습니다 - 158cm, 54kg, 검정패딩, 노랑모자, 분홍신발 vo.la/WkOr4 / ☎182"
64,2021/11/23 11:17:30,울산광역시 북구,[북구청]경주시 문산공단 공장 화재로 검은연기가 관내로 확산중. 현재 경주시에서 진화중이오니 주민들께서는 인근지역 출입자제 및 운전에 주의하여 주시기 바랍니다.
65,2021/11/23 11:11:31,전라남도 장성군,[장성군청] 11.22.(월) 10:00~10:50 국립심뇌혈관센터 신속설립 촉구 궐기대회 참석자는 가까운 보건소에서 즉시 코로나19 검사 바랍니다.
66,2021/11/23 11:10:13,경상북도 칠곡군,[칠곡군청] 11.17.(수) ~ 11.22.(월) 세븐일레븐 왜관센터점(왜관읍 전원3길 1) 방문자는 가까운 선별진료소에서 검사 받으시기 바랍니다.
67,2021/11/23 11:08:49,경상남도 창원시,"[창원시청] 11.18.(목)~11.23.(화) 사파동성종합상가내 프랑스베이커리(성산구 창이대로 733,방역완료) 방문자는 관할보건소에서 검사받으시기 바랍니다."
68,2021/11/23 11:08:42,제주특별자치도 전체,"[제주도]23일 0시기준 확진자29명발생(누적확진3,493명, 완치3,246명, 사망9명, 자가격리1,329명) covid19.jeju.go.kr/info.jsp"
69,2021/11/23 11:03:16,충청북도 단양군,[단양군청] 11.23.(화) 11:00기준 코로나19 확진자 1명 발생. 자가격리중 확진으로 별도 이동동선은 없습니다. 마스크 착용 등 방역수칙 준수 바랍니다.
70,2021/11/23 11:01:29,충청남도 서산시,"[서산시청] 11/23(화) 11시 기준 확진자 2명 발생(837~838번/관내 접촉 1, 타지역 거주 1) ▲실내ㆍ외 마스크 착용 등 방역수칙 준수 바랍니다."
71,2021/11/23 11:00:20,부산광역시 전체,"[부산시]11.23(화,0시기준)코로나56명(서1,동1,부산진13,동래2,남1,북3,해운대7,사하6,금정1,강서3,연제5,사상4,기장3,타시도3,병원3)"
72,2021/11/23 10:59:55,경기도 용인시,"[용인시청]11월23일 0시기준 확진자 43명, 기침, 발열 등 의심증상 발현시 가까운 선별진료소에서 검사 받으시기 바랍니다. corona.yongin.go.kr"
73,2021/11/23 10:59:54,경기도 성남시,"[성남시청]11월 23일 0시기준 신규확진자 76명(수정구 14, 중원구 23, 분당구 31, 타지역 8)이 발생하였습니다 corona.seongnam.go.kr"
74,2021/11/23 10:56:24,충청남도 금산군,"[금산군청] 11.23(화) 10시 기준 확진자 13명(신규 2, 격리중 11) 발생 / 실내환기, 마스크 착용 등 개인방역수칙을 철저히 지켜 주시기 바랍니다."
75,2021/11/23 10:53:39,울산광역시 중구,"[울산경찰청] 중구에서 실종된 최무웅씨(남, 77세)를 찾습니다 - 175cm, 60kg, 검정티, 검정패딩조끼, 회색바지 vo.la/Rv3P2 / ☎182"
76,2021/11/23 10:48:24,경상북도 포항시,[포항시청]11.19 18:01~20:18 마츠 영일대점(항구동 347-25) 20:27~21:49 보약같은시간(항구동 17-94) 방문자는 보건소 검사바랍니다.
77,2021/11/23 10:43:17,경상남도 함안군,"[함안군청] 11월 23일 확진자 3명 발생(함안372~374, 확진자접촉2, 역학조사중1), 마스크착용 등 방역수칙 준수 바랍니다."
78,2021/11/23 10:38:44,전라북도 정읍시,[정읍시청] 11.23.(화) 10시기준 확진자 4명 발생(정읍203~206) / 유증상시 신속 검사바랍니다. / 카카오톡 채널 업데이트 예정입니다.
79,2021/11/23 10:34:00,전라남도 진도군,[진도군청]타지역(서울)확진자 동선안내▲임회면 작은갤러리 11.18(목) 12:41~13:22▲방문자는 검사바랍니다▲경미한 감기증상도 출근·등교 전 검사받으세요
80,2021/11/23 10:31:54,충청남도 서천군,[서천군청] 11.23.(화) 10:00기준 신규 확진자 1명 발생▲심층역학조사 후 자세한 사항은 군 홈페이지 공지예정 ▲마스크 착용 등 방역수칙 준수 바랍니다.
81,2021/11/23 10:28:55,강원도 전체,"[강원도청]11.22.(월) 도내 코로나19 확진 66명(원주15,춘천14,태백9,강릉8,철원5,속초4,홍천4,동해2,고성2,영월1,평창1,양양1)▶방역수칙 준수"
82,2021/11/23 10:28:19,충청북도 청주시,"[청주시청]11월 22일 확진자 4명 발생(상당구2,서원구1,타지역1)▲홈페이지 참조▲주기적 환기▲마스크 착용▲근육통, 인후통 등 유증상 시 무료검사 바랍니다."
83,2021/11/23 10:10:46,전라남도 여수시,"[여수시청] 【선별진료소 운영】 11. 23~28. 유치원,초·중학생, 10시~17시, 진남·망마체육관(2개소)/ 일반인 검사 불가(13시~14시 휴식시간 운영)"
84,2021/11/23 10:09:08,충청남도 예산군,"[예산군청]11월23일10:00기준 예산292~296번 확진자5명(확진자접촉3,타지역접촉2)발생/김장철 가족간 감염예방을 위한 이동자제 및 방역수칙 준수바랍니다."
85,2021/11/23 10:06:55,대구광역시 전체,"[대구광역시] 23일 0시 기준 확진자 50명 발생. 지역발생 50명(북구17,서구10,중구6,달서구5,동구4,남구3,달성군2,수성구1,경기1,서울1)."
86,2021/11/23 10:01:11,경기도 화성시,"[화성시청] 11월 23일 0시 기준, 확진자 23명 발생하였습니다. 상세내용은 hscity.go.kr/crn.do 참조"
87,2021/11/23 10:01:10,전라북도 전주시,[전주시청]11.23(화) 현재기준 2명 발생(전일 21명) / (corona.jeonju.go.kr) 의심증상시 선별진료소 검사 바랍니다.
88,2021/11/23 10:00:24,경기도 수원시,"[수원시청] 11월 23일 0시 기준, 수원 확진자 44명 발생. 기침, 발열 등 의심증상 있으면 가까운 선별진료소에서 검사받으세요. me2.kr/lcl74"
89,2021/11/23 10:00:15,울산광역시 전체,"[울산광역시] 11.23. 0시기준 코로나19 확진자 7명(중구1, 남구3, 동구2, 울주1) ▲요양병원·시설 등 고위험군과 50세이상 시민은 추가접종 바랍니다."
90,2021/11/23 10:00:11,세종특별자치시,"[세종시청] 11월 23일 0시 기준, 전일확진자 8명 발생(누적1,465명). 확진자 관련(가족 5, 관내접촉1, 타지역1), 조사중 1, 시 홈페이지 참조."
91,2021/11/23 10:00:03,인천광역시 전체,"[인천시]11.23.(화) 0시기준 코로나19 확진 131명(중8,동2,미추홀27,연수13,남동10,부평35,계양13,서21,강화1,옹진1)시,군구 홈페이지 참조"
92,2021/11/23 09:59:29,대전광역시 전체,"[대전광역시] 오늘 0시 기준, 어제 하루 총 68명 추가 발생.(동구 3, 중구 14, 서구 25, 유성구 22, 대덕구 4)."
93,2021/11/23 09:57:52,전라북도 부안군,[부안군청] 11.23(화) 09시00분 기준 확진자2명(부안215~216번) 발생/자가격리중 확진/발생정보 http://pf.kakao.com/_xkExfhs
94,2021/11/23 09:57:38,경상북도 전체,"[경상북도청] 11/23 0시 기준, 코로나19 신규확진 51명(경산13,영덕13,경주5,구미5,영주5,안동2,군위2,포항1,김천1,상주1,문경1,성주1,칠곡1)"
95,2021/11/23 09:56:51,경기도 하남시,"[하남시청] 11/23(화) 0시 기준 신규 확진자 15명(관내 14명, 타지역 1명) 발생. 블로그 및 홈페이지 참고하시기 바랍니다. c11.kr/u2bc"
96,2021/11/23 09:51:11,전라남도 해남군,"[해남군청]확진자 1명발생 ▶역학 조사중 ▶최근 시제 참석으로 확진자 집단발생 ▶시제 참석 전 검사 음성판정 후 참여, 식사자제 ▶타지역 이동·주민 접촉자제 바람"
97,2021/11/23 09:39:02,경상남도 의령군,"[의령군청] 11.23.(화) 09시기준 확진자1명(의령45/타지역확진자접촉) 발생. 타지역 방문 자제 및 마스크착용, 주기적 환기 등 기본방역수칙 준수바랍니다."
98,2021/11/23 09:32:33,경상남도 고성군,"[고성군청]11. 23. 9시기준,확진자 7명 고성163~169번/도내확진자접촉(수산업관련 소집단)발생▲유증상시 거주지 선별진료소에서 검사받으시기 바랍니다."
99,2021/11/23 09:31:26,충청북도 전체,"[충북도청] 안전한 일상회복을 위한 ▲하루 3번, 10분 이상 창문열기 ▲환풍기 수시 가동 바랍니다. ▲22일 도내 확진자 20명 발생"
100,2021/11/23 09:29:50,전라남도 순천시,"[순천시청] 11.19.(금) 10:30~20:30, 11.20.(토) 12:00~18:00 NC백화점 순천점 7층 아디다스 매장 방문자는 보건소 검사 바랍니다."
101,2021/11/23 09:27:23,충청남도 천안시,"[천안시청] 확진자 26명 [타시민3, 천안시민23] ▶ 종교시설, 요양시설 등 집단감염 주의 ▶ 가벼운 감기 증상도 선제적으로 코로나19 검사 바랍니다."
102,2021/11/23 09:24:24,충청남도 아산시,"[아산시청] 11월 22일 확진자 10명(가족2, 지인2, 타지역1, 조사중5) /타지역 방문을 자제하고 기침,인후통,발열 등 유증상시 출근·등교전 검사바랍니다."
103,2021/11/23 09:22:23,전라남도 곡성군,[곡성군청] 11.23.(화)09시기준 확진자 1명 발생(타지역접촉). 유증상자 및 타지역 방문자는 증상 관계없이 선별진료소에서 검사바람.(09:00~17:00)
104,2021/11/23 09:19:13,전라북도 익산시,"[익산시청] 11월23일 ▶전일 4명 885~888번 ▶추가 접종, 청소년 접종 필수 ▶익산시선별문진표 covid19m.kdca.go.kr/phc/35700092"
105,2021/11/23 09:17:04,경기도 포천시,"[포천시청] 11월 23일 0시 기준 코로나19 일일확진자 7명(포천시 6명, 타지역 1명 거주/내국인 7명) 발생. c11.kr/u297"
106,2021/11/23 09:17:01,경상남도 창원시,"[창원시청] 11.22. 확진자 26명 발생 ▲의창1,성산1,합포4,회원8,진해5,타지역3,격리중4 △선별검사소-창원종합버스터미널,3개보건소"
107,2021/11/23 09:10:47,강원도 강릉시,"[강릉시청]어제(월) 8명 확진(동료·지인·가족등 밀접촉7, 요양시설1)/김장철 모임 자제 요청/예방접종완료자도 마스크 착용 등 방역수칙 철저 준수바랍니다"
108,2021/11/23 09:01:31,경기도 동두천시,"[동두천시청] 11월23일0시 기준 확진자 8명(동두천 6명, 집단시설 2명) 발생. 코로나19 방역수칙 준수 바랍니다. c11.kr/ddc21"
109,2021/11/23 09:00:05,경기도 파주시,[파주시청] 11월 23일 0시 기준 확진자 20명 발생(3718~3737번). 홈페이지 및 블로그 vo.la/DVULs 참조바랍니다.
110,2021/11/23 08:58:54,"전라남도 강진군,전라남도 고흥군,전라남도 곡성군,전라남도 구례군,전라남도 나주시,전라남도 담양군,전라남도 무안군,전라남도 보성군,전라남도 신안군,전라남도 영광군,전라남도 영암군,전라남도 완도군,전라남도 장성군,전라남도 장흥군,전라남도 진도군,전라남도 함평군,전라남도 해남군","[전남도청]11.22. 24시기준 확진20명(목포2,여수4,순천3,나주3,광양1,보성1,화순3,해남1,영암1,진도1)▲발열없어도 기침·인후통 등 증상즉시 검사받기"
111,2021/11/23 08:38:22,전라북도 남원시,"[남원시청] 11.23.(화) 08시 기준, 전일 확진자 2명 발생(남원235, 236번)/격리중1, 감염경로 조사중1▲증상 발현 시 즉시 검사받으시기 바랍니다."
112,2021/11/23 08:26:27,전라남도 목포시,"[목포시청]11.22. 24시기준 확진자 2명(타지역접촉2)▲타지역 방문,접촉,감기(기침, 인후통, 두통)등 유증상 발생 시 가까운 선별진료소에서 검사 바랍니다."
113,2021/11/23 08:21:45,광주광역시 전체,[광주광역시]11.23일 0시기준 확진자 55명 발생. 50명 동선 및 접촉자 조사중. 5명 자가격리중 확진되어 동선 없습니다 https://c11.kr/moaz
114,2021/11/23 08:15:03,전라남도 여수시,"[여수시청]11.22.24시 기준 총4명 발생(조사중2, 격리중2)/타지역 방문·접촉 자제, 마스크 착용 등 개인방역수칙 준수 바랍니다"
115,2021/11/23 08:12:58,전라남도 화순군,[화순군청] 11.22.(월) 24시 기준 코로나19 확진자 2명 발생(화순141~142번). ▶접종완료자도 발열·기침 등 의심증상 발현시 즉시 진단검사바랍니다.
116,2021/11/23 08:11:15,전라남도 순천시,"[순천시청] 11.22.(월) 24시기준 확진자 3명 발생(격리중1,확진자접촉2)√타지역 방문·접촉 자제√경미한 감기증상도 출근·등교 전 보건소 검사바랍니다.."
117,2021/11/23 08:05:38,전라남도 광양시,"[광양시청]11.22.(월) 24시 기준 확진자 1명 발생(타지역 확진자 접촉)▶타지역 방문 · 접촉 후 일상복귀 전, 단순 감기증상 등 선별진료소 검사받으세요"
118,2021/11/23 08:04:44,충청북도 제천시,"[제천시청]11.23(화) 8시 현재. 확진 6명(신규 5, 격리중 1), 재검 1명 발생. 280명은 검사중. 동명초교 임시선별진료소 운영중. 추가안내 예정"
119,2021/11/23 08:01:05,전라북도 군산시,"[군산시청] ▲11/23(화) 08시 기준 전일 2명 확진자 발생(854~855) ▲확진자접촉2 ▲마스크 착용, 예방접종, 진단검사 등 일상 속 방역실천 바랍니다"
120,2021/11/23 07:07:04,충청남도 예산군,[예산군청]밤에 내린 눈으로 인한 빙판길과 급격한 기온하강으로 강추위가 예상되니▲출근길 서행운전▲보행자 낙상사고 주의▲외출시 보온유지등 건강에 유의하기 바랍니다.
121,2021/11/22 22:37:07,충청남도 홍성군,[홍성군청] 대설주의보 발효▲보행자 눈길 미끄럼주의▲교통안전사고주의▲야외활동자제▲시설물피해 예방 등 안전에 유의바랍니다.
122,2021/11/22 21:00:55,"강원도 전체,경상남도 전체,경상북도 전체,부산광역시 전체,울산광역시 전체",[행정안전부] 강원도와 경상도 지역에 한파 특보가 발효 중입니다. 각 가정에서는 난방과 온도관리에 유의하여 주시기 바랍니다.
123,2021/11/22 20:59:43,"경기도 전체,전라북도 전체,충청남도 전체,충청북도 전체","[행정안전부] 경기남부, 충청, 전북 지역에 내일 대설 특보 발효예정. 출근 시간대에 교통혼잡이 예상되므로 대중교통을 이용바랍니다."
124,2021/11/22 19:54:43,경기도 의정부시,"[의정부시청]11월 22일 18시 기준 확진자 25명 발생, 홈페이지 및 블로그 c11.kr/joao 참고 바랍니다."
